ID,specifypositive_April2020,specifypositive_May2020,specifypositive_Nov2020,specifypositive_April2021,Corpus,clean_text,char_len,word_len,containsJunkWord,dup_idx,similar_idx,dup_similar_idx,FINAL_CLUSTER_ID,Seed_Q1,Seed_Q2,Dist_to_Center,Cohesion,FREQ,COVERAGE
70dd2716,Spending more time at home with partner. Spending more time gardening,,"I and my partner cut down on alcohol. We have spent more time together, e.g. going for walks.","It's made me focus on my home life more, and spend more time with my partner","Spending more time at home with partner. Spending more time gardening.  I and my partner cut down on alcohol. We have spent more time together, e.g. going for walks.. It's made me focus on my home life more, and spend more time with my partner",spend time home partner spending time gardening partner cut alcohol spend time together e.g. go walk .. make focus home life spend time partner,243,45,0,['70dd2716'],"['36b6e112', '70dd2716']","('00769460', '01c706a7', '03c42dd6', '0483c23c', '05ac6d57', '05b27157', '05b7650a', '0b6ab69c', '0df8a425', '0f1a455c', '0fd5b77a', '112d9cb0', '12230669', '1bd369ff', '1e321ed5', '1f9f5f13', '1ffc3964', '2284c657', '28bc0571', '2add64ff', '2b774412', '31046764', '36b6e112', '39cf2916', '3a091643', '40cfa1cd', '4153e4fc', '426e8869', '452ff3b0', '48ad9e68', '4a8874c4', '52905e06', '6089cf25', '61011b9a', '61e9823c', '6244b533', '65424974', '65b49e68', '687d5890', '69519e9a', '6ad0d637', '6b93e5cd', '6f618d37', '6f64bafb', '70dd2716', '72bc0590', '73e01b6f', '79d3fffa', '7a3a4ddb', '7b787546', '7c443e77', '814f7512', '84027b54', '85faef55', '890a2b84', '896a1fe9', '8a1e5483', '8e697aac', '8f926fe6', '90a40bc7', '93a31630', '999245de', '99c5215c', '9dd3a83e', 'a0e741a4', 'a17f412a', 'a1ca12c2', 'ab4a29d7', 'ac03a50f', 'ae3b5411', 'b035d0f1', 'b1c7486f', 'b61bcee3', 'ba13f2c6', 'bd076d97', 'bef796a6', 'c04da2c5', 'c4782c12', 'c638999b', 'c7564bc3', 'ca69d4fa', 'cbf4ad35', 'd03282c8', 'd211aacf', 'd4bd0715', 'd7211e12', 'd747f918', 'd78fde5d', 'da252a67', 'ddab6104', 'ddba36c1', 'ddbfca35', 'df34ae7f', 'e00deb2a', 'e1b11a02', 'e29cef04', 'e3f28c63', 'e40000ec', 'e63e4dfb', 'e7102e13', 'eb6f6fac', 'ec55e6ce', 'ec8aab1c', 'f78de03a', 'f9968550', 'fab5c22d', 'ff29fe6a')",0,improve contact family friend time spend home get lot work do garden,less traffic time spend home result tidy house garden learn cook thing read time take immediate environment which somehow busy enjoy stop amd smell rose take thing less seriously try enjoy what front seek far away place,0.238,0.676,136,15.614236509758898
716636c0,Have been able to catch up on my backlog of netflix shows,I am budgeting money better,,Have learnt new programming skills for work whilst working remotely.,Have been able to catch up on my backlog of netflix shows. I am budgeting money better.  Have learnt new programming skills for work whilst working remotely.,able catch backlog netflix show budgeting money well learn new programming skill work whilst work remotely,157,27,0,['716636c0'],['716636c0'],"('716636c0',)",28,time get thing do not time do can work posture when work home able save money can live home save money by not pay rent move away rental place also got spend many month home country can work remotely,get time pet spend time home instead travel work .. girlfriend move girlfriend move stop travel 100 night year work start work home girlfriend move month ago purchase home,0.391,0.658,16,1.8369690011481057
71b698b5,,Contactless delivery,,,Contactless delivery.,contactless delivery,21,2,0,['71b698b5'],['71b698b5'],"('71b698b5',)",87,contactless delivery,contactless delivery,0.0,0.0,1,0.1148105625717566
72443c8e,,,"Thought about what's important, less FOMO",Working from home culture,"Thought about what's important, less FOMO. Working from home culture",think what important less fomo work home culture,68,10,0,['72443c8e'],['72443c8e'],"('72443c8e',)",2,work home confine home spending less money save money long commute,work home work home home improvement do less commuting home work,0.344,0.73,28,3.214695752009185
7287ada0,,,Due to my anxiety I'd rather stay at home and COVID-19 has provided a good excuse to do so,I haven't felt under pressure to leave the house to do things such as training courses or volunteering,Due to my anxiety I'd rather stay at home and COVID-19 has provided a good excuse to do so. I haven't felt under pressure to leave the house to do things such as training courses or volunteering,due anxiety would rather stay home covid 19 provide good excuse do not feel pressure leave house do thing train course volunteer,194,37,0,['7287ada0'],['7287ada0'],"('7287ada0',)",42,time do thing home would not time do covid 19 teach plan ahead,due anxiety would rather stay home covid 19 provide good excuse do not feel pressure leave house do thing train course volunteer,0.294,0.68,5,0.574052812858783
72bc0590,,,got to spend more time with family,,got to spend more time with family.,get spend time family,35,7,0,['72bc0590'],"['00769460', '0fd5b77a', '12230669', '1bd369ff', '31046764', '39cf2916', '61011b9a', '6244b533', '65424974', '65b49e68', '72bc0590', 'b61bcee3', 'd747f918', 'd78fde5d']","('00769460', '01c706a7', '03c42dd6', '0483c23c', '05ac6d57', '05b27157', '05b7650a', '0b6ab69c', '0df8a425', '0f1a455c', '0fd5b77a', '112d9cb0', '12230669', '1bd369ff', '1e321ed5', '1f9f5f13', '1ffc3964', '2284c657', '28bc0571', '2add64ff', '2b774412', '31046764', '36b6e112', '39cf2916', '3a091643', '40cfa1cd', '4153e4fc', '426e8869', '452ff3b0', '48ad9e68', '4a8874c4', '52905e06', '6089cf25', '61011b9a', '61e9823c', '6244b533', '65424974', '65b49e68', '687d5890', '69519e9a', '6ad0d637', '6b93e5cd', '6f618d37', '6f64bafb', '70dd2716', '72bc0590', '73e01b6f', '79d3fffa', '7a3a4ddb', '7b787546', '7c443e77', '814f7512', '84027b54', '85faef55', '890a2b84', '896a1fe9', '8a1e5483', '8e697aac', '8f926fe6', '90a40bc7', '93a31630', '999245de', '99c5215c', '9dd3a83e', 'a0e741a4', 'a17f412a', 'a1ca12c2', 'ab4a29d7', 'ac03a50f', 'ae3b5411', 'b035d0f1', 'b1c7486f', 'b61bcee3', 'ba13f2c6', 'bd076d97', 'bef796a6', 'c04da2c5', 'c4782c12', 'c638999b', 'c7564bc3', 'ca69d4fa', 'cbf4ad35', 'd03282c8', 'd211aacf', 'd4bd0715', 'd7211e12', 'd747f918', 'd78fde5d', 'da252a67', 'ddab6104', 'ddba36c1', 'ddbfca35', 'df34ae7f', 'e00deb2a', 'e1b11a02', 'e29cef04', 'e3f28c63', 'e40000ec', 'e63e4dfb', 'e7102e13', 'eb6f6fac', 'ec55e6ce', 'ec8aab1c', 'f78de03a', 'f9968550', 'fab5c22d', 'ff29fe6a')",0,improve contact family friend time spend home get lot work do garden,less traffic time spend home result tidy house garden learn cook thing read time take immediate environment which somehow busy enjoy stop amd smell rose take thing less seriously try enjoy what front seek far away place,0.238,0.676,136,15.614236509758898
732847ca,"Greater sense of purpose, general contentment due to offering my services for free and spending more time with my children",,Greater sense of wellbeing and gratitude. Brief increase in income.,Closeness with family.,"Greater sense of purpose, general contentment due to offering my services for free and spending more time with my children.  Greater sense of wellbeing and gratitude. Brief increase in income.. Closeness with family.",great sense purpose general contentment due offer service free spending time child great sense wellbeing gratitude brief increase income .. closeness family,216,33,0,['732847ca'],['732847ca'],"('732847ca',)",20,less expenditure shop locally time child improve community spirit improve financial situation due nursery closure mortgage holiday .. saving improve financial position,shop less due mother law beconig ill contracting covd wife her paretnst helping go march 2020,0.331,0.704,6,0.6888633754305397
739db12b,Contacting family and friends more by phone or internet.,Talk to friends more. Cook more meals from scratch.Realise what is important In life.  ,Exercise more.much stricter about washing hands,"More focus on what is important in life,and how to avoid illness by looking after yourself better","Contacting family and friends more by phone or internet.. Talk to friends more. Cook more meals from scratch.Realise what is important In life.  . Exercise more.much stricter about washing hands. More focus on what is important in life,and how to avoid illness by looking after yourself better",contact family friend by phone internet .. talk friend cook meal scratch.realise what important life exercise more.much strict washing hand focus what important life how avoid illness by look yourself well,293,47,0,['739db12b'],['739db12b'],"('739db12b',)",6,sanitize meditate often eat well .. meditation exercise health diet work well workout routine diet close bond family member,close relationship friend family close relationship family member due quarantine close relationship friend due increase communication social medium .. focus mental physical wellness start podcast improve skincare lose weight improve relationship improve grade improve focus self care improve focus goal,0.247,0.706,17,1.9517795637198623
73e01b6f,Increased time with my children and spouse,,More time with my closest family,More outdoor time with my family,Increased time with my children and spouse.  More time with my closest family. More outdoor time with my family,increase time child spouse time close family outdoor time family,111,19,0,['73e01b6f'],"['12230669', '1f9f5f13', '39cf2916', '65424974', '73e01b6f', '99c5215c', 'd7211e12', 'ec55e6ce']","('00769460', '01c706a7', '03c42dd6', '0483c23c', '05ac6d57', '05b27157', '05b7650a', '0b6ab69c', '0df8a425', '0f1a455c', '0fd5b77a', '112d9cb0', '12230669', '1bd369ff', '1e321ed5', '1f9f5f13', '1ffc3964', '2284c657', '28bc0571', '2add64ff', '2b774412', '31046764', '36b6e112', '39cf2916', '3a091643', '40cfa1cd', '4153e4fc', '426e8869', '452ff3b0', '48ad9e68', '4a8874c4', '52905e06', '6089cf25', '61011b9a', '61e9823c', '6244b533', '65424974', '65b49e68', '687d5890', '69519e9a', '6ad0d637', '6b93e5cd', '6f618d37', '6f64bafb', '70dd2716', '72bc0590', '73e01b6f', '79d3fffa', '7a3a4ddb', '7b787546', '7c443e77', '814f7512', '84027b54', '85faef55', '890a2b84', '896a1fe9', '8a1e5483', '8e697aac', '8f926fe6', '90a40bc7', '93a31630', '999245de', '99c5215c', '9dd3a83e', 'a0e741a4', 'a17f412a', 'a1ca12c2', 'ab4a29d7', 'ac03a50f', 'ae3b5411', 'b035d0f1', 'b1c7486f', 'b61bcee3', 'ba13f2c6', 'bd076d97', 'bef796a6', 'c04da2c5', 'c4782c12', 'c638999b', 'c7564bc3', 'ca69d4fa', 'cbf4ad35', 'd03282c8', 'd211aacf', 'd4bd0715', 'd7211e12', 'd747f918', 'd78fde5d', 'da252a67', 'ddab6104', 'ddba36c1', 'ddbfca35', 'df34ae7f', 'e00deb2a', 'e1b11a02', 'e29cef04', 'e3f28c63', 'e40000ec', 'e63e4dfb', 'e7102e13', 'eb6f6fac', 'ec55e6ce', 'ec8aab1c', 'f78de03a', 'f9968550', 'fab5c22d', 'ff29fe6a')",0,improve contact family friend time spend home get lot work do garden,less traffic time spend home result tidy house garden learn cook thing read time take immediate environment which somehow busy enjoy stop amd smell rose take thing less seriously try enjoy what front seek far away place,0.238,0.676,136,15.614236509758898
742ca5c9,Listening to podcasts and spending more time with family,,,i do more volunteering,Listening to podcasts and spending more time with family.   i do more volunteering,listening podcast spend time family do volunteer,82,13,0,['742ca5c9'],['742ca5c9'],"('742ca5c9',)",13,spend time family home community pull together,volunteer help community slow stay home,0.331,0.753,8,0.9184845005740528
752ef7a9,More focused on religion,Spent more time working on my own business,"More in touch with spiritual self, stronger connection to spouse and family. More time to work on my hobbies and business idea.",I was awarded a grant & I started a business,"More focused on religion. Spent more time working on my own business. More in touch with spiritual self, stronger connection to spouse and family. More time to work on my hobbies and business idea.. I was awarded a grant & I started a business",focus religion spend time work business touch spiritual self strong connection spouse family time work hobby business idea .. award grant start business,243,44,0,['752ef7a9'],['752ef7a9'],"('752ef7a9',)",55,take time yoga every day time exercise time hobby spend time partner slow pace life .. well work life balance exercise properly .. learn technology work personal life connect people past spend time partner part lockdown get good exercise health routine feel quite relaxed know not anywhere learn cope well crisis give perspective what important life .. save money invest money stock market when market low,well diet health conscious thinking healthy also keep home hygienic .. try eat healthily get much need exercise also organise home much need internal decoration achieve put financial plan action foreseeable future retirement force early covid 19,0.198,0.824,7,0.8036739380022963
756e8ec4,"More time to cook, exercising more","Less traffic noise, walking around local area more often, reduced emissions","Easier to attend appointments etc in work day, less time spent commuting","No commute, increased time to do things at home","More time to cook, exercising more. Less traffic noise, walking around local area more often, reduced emissions. Easier to attend appointments etc in work day, less time spent commuting. No commute, increased time to do things at home",time cook exercise less traffic noise walk around local area often reduce emission easy attend appointment etc work day less time spend commute commute increase time do thing home,234,38,0,['756e8ec4'],['756e8ec4'],"('756e8ec4',)",30,time cook exercise less traffic noise walk around local area often reduce emission easy attend appointment etc work day less time spend commute commute increase time do thing home,less pollution less work related stress save money free time,0.152,0.726,13,1.492537313432836
