,ID,Corpus,clean_text,Topic,Probability
827,f68ea203,"I normally work from home and travel long distance to my office every few weeks, this is tiring and expensive. I haven't had to do this since Covid19. Don't have to travel into work so regularly. No more long commutes. No need to go into the office",normally work home travel long distance office every week tiring expensive not do since covid19 do not travel work regularly long commute need go office,11,1
828,f698f162,more time to focus on getting my life together.,time focus get life together,-1,0
829,f6fc355a,"reading more. more time to read. sewing more, new hobbies. new hobbies",read time read sewing new hobby new hobby,8,0.743144519
830,f71cb711,"More money now than before because of government assistance, Universal Credit. More time with family, realise what is important in life, better bonding with family, DIY in house. More time with family, more walks.",money government assistance universal credit time family realise what important life well bonding family diy house time family walk,-1,0
831,f7630d0d,"More time with family, less stress and pressure from being busy. More relaxed lifestyle, more time with immediate family (in our household), more family harmony. More time with my family, ability to reassess and focus on what is most important, reduced stress and anxiety. No more long commute, more time to be at home with my children, less rushing around meaning more time to choose how I use my time, e.g. discovering a love of gardening.",time family less stress pressure busy relaxed lifestyle time immediate family our household family harmony time family ability reassess focus what important reduce stress anxiety long commute time home child less rush around mean time choose how use time e.g. discover love gardening,-1,0
832,f7661008,"more regular lifestyle. slower pace of life, changed priorities. more introspection, more money, more concentration at work",regular lifestyle slow pace life change priority introspection money concentration work,-1,0
833,f78de03a,more time with family. time with kids . more time with kids. more quality time with kids,time family time kid time kid quality time kid,2,0.819942335
834,f7c445e3,"fewer people about. Slightly fewer people about, slightly better air quality.",few people slightly few people slightly well air quality,3,0.693400204
835,f7feadc1,Relaxing and taking time away from busy life less stress. Taking time to appreciate life and relaxing. Close relationships with family and friends. Working from home,relax take time away busy life less stress take time appreciate life relax close relationship family friend work home,-1,0
836,f8038007,Less traffic.,less traffic,3,0.862881135
837,f8116918,"Reading more, exercising more, journaling, less stressed (academic related). exercise, study routine.  decided to take a break from university, improving my mental health",read exercise journale less stress academic related exercise study routine decide take break university improve mental health,-1,0
